Year,ReefName,ReefLabel,Total_Dives,Total_Diver_Hours,Wasted_Diver_Hours,Borderline_Diver_Hours,Needed_Diver_Hours,Total_COTS_Culled,Proportion_Wasted,Proportion_Borderline,Proportion_Needed,Total_Tows,Mean_COTS_per_Tow,Tows_With_Scars,Pct_Tows_With_Scars,Total_eDNA_Samples,eDNA_Positives,eDNA_Mean_Conc,eDNA_Pct_Positive
2026,Batt Reef (16-029),16-029,33,182.26666666666668,41.666666666666664,62.083333333333336,78.51666666666667,596,0.22860277980980245,0.3406181419166057,0.4307790782735918,145,0.027586206896551724,42,28.965517241379313,NA,NA,NA,NA
2026,Chinaman Reef (16-024),16-024,13,77.95,34.833333333333336,36.03333333333333,7.083333333333333,111,0.4468676502031217,0.46226213384648274,0.09087021595039554,60,0.06666666666666667,25,41.66666666666667,NA,NA,NA,NA
2026,U/N Reef (21-531),21-531,6,27.333333333333332,27.333333333333332,0,0,2,1,0,0,37,0,5,13.513513513513514,NA,NA,NA,NA
2026,Lady Elliot Island Reef (24-008),24-008,6,46.416666666666664,27.083333333333332,11.083333333333334,8.25,68,0.5834829443447038,0.23877917414721725,0.177737881508079,52,0,3,5.769230769230769,NA,NA,NA,NA
2026,Wizard Reef (11-156),11-156,6,25.75,25.75,0,0,0,1,0,0,85,0,8,9.411764705882353,NA,NA,NA,NA
2026,(Little) Broadhurst Reef (18-106),18-106,4,14.4,14.4,0,0,3,1,0,0,55,0,4,7.2727272727272725,NA,NA,NA,NA
2026,John Brewer Reef (18-075),18-075,4,11.25,11.25,0,0,0,1,0,0,91,0,2,2.197802197802198,NA,NA,NA,NA
2026,Helix Reef (18-076),18-076,12,43.53333333333333,11.133333333333333,22.066666666666666,10.333333333333334,99,0.2557427258805513,0.5068912710566615,0.23736600306278716,NA,NA,NA,NA,NA,NA,NA,NA
2026,Spitfire Reefs (East) (16-012b),16-012b,4,21,10.5,10.5,0,28,0.5,0.5,0,22,0,9,40.909090909090914,NA,NA,NA,NA
2026,U/N Reef (21-530),21-530,2,9.583333333333334,9.583333333333334,0,0,0,1,0,0,31,0,2,6.451612903225806,NA,NA,NA,NA
2026,Irene Reef (15-084),15-084,13,68.66666666666667,9.333333333333334,10.833333333333334,48.5,259,0.13592233009708737,0.15776699029126212,0.7063106796116504,NA,NA,NA,NA,NA,NA,NA,NA
2026,Lady Musgrave Reef (23-082a),23-082a,11,45.43333333333333,7.816666666666666,36.8,0.8166666666666667,68,0.17204695524578137,0.80997798972854,0.01797505502567865,88,0.03409090909090909,3,3.4090909090909087,NA,NA,NA,NA
2026,Banfield Reef (North) (18-105a),18-105a,6,21.9,7.8,0,14.1,81,0.35616438356164387,0,0.6438356164383562,NA,NA,NA,NA,NA,NA,NA,NA
2026,Wheeler Reef (18-095),18-095,12,41.06666666666667,6.4,18.866666666666667,15.8,114,0.15584415584415584,0.4594155844155844,0.3847402597402597,NA,NA,NA,NA,NA,NA,NA,NA
2026,Saville-Kent Reef (18-099),18-099,4,11,6,5,0,9,0.5454545454545454,0.45454545454545453,0,72,0,0,0,NA,NA,NA,NA
2026,U/N Reef (10-384),10-384,2,6,2,4,0,7,0.3333333333333333,0.6666666666666666,0,123,0,10,8.130081300813007,NA,NA,NA,NA
2026,Mackay Reef (16-015),16-015,4,22.833333333333332,0,17,5.833333333333333,51,0,0.7445255474452556,0.25547445255474455,NA,NA,NA,NA,NA,NA,NA,NA
